id,card_benefit,card_brand,card_cate,card_corp,card_id,card_image,card_name,mem_id,mem_userid,mem_username,regdate
81,"쇼핑, 카페",MASTER,CHK,하나카드,2358,https://api.card-gorilla.com:8080/storage/card/2406/card_img/26473/2406card.png,하나 CLUB H 아메리칸 익스프레스 리저브 카드,23,admin,최고관리자,2025-11-20 17:20:37
82,"쇼핑, 카페",MASTER,CHK,하나카드,2358,https://api.card-gorilla.com:8080/storage/card/2406/card_img/26473/2406card.png,하나 CLUB H 아메리칸 익스프레스 리저브 카드,23,admin,최고관리자,2025-11-20 17:20:37
83,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
84,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
85,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
86,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
87,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
88,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
89,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
90,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
91,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
92,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
93,"쇼핑, 주유, 푸드","BC, MASTER",CHK,롯데카드,2337,https://api.card-gorilla.com:8080/storage/card/2385/card_img/25501/2385card.png,Flex카드 몽블랑 에디션,23,admin,최고관리자,2025-11-20 17:21:53
94,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
95,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
96,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
97,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
98,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
99,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
100,"쇼핑, 카페, 통신, 푸드","AMEX, BC, MASTER, VISA",CHK,국민카드,2207,https://api.card-gorilla.com:8080/storage/card/2255/card_img/21005/2255card.png,KB Pay 챌린지카드,23,admin,최고관리자,2025-11-20 17:23:18
101,"쇼핑, 주유, 통신","AMEX, BC",CHK,국민카드,2249,https://api.card-gorilla.com:8080/storage/card/2297/card_img/22991/2297card.png,톡톡F 카드,23,admin,최고관리자,2025-11-20 17:24:34
102,"쇼핑, 주유, 통신","AMEX, BC",CHK,국민카드,2249,https://api.card-gorilla.com:8080/storage/card/2297/card_img/22991/2297card.png,톡톡F 카드,23,admin,최고관리자,2025-11-20 17:24:34
103,"쇼핑, 주유, 통신","AMEX, BC",CHK,국민카드,2249,https://api.card-gorilla.com:8080/storage/card/2297/card_img/22991/2297card.png,톡톡F 카드,23,admin,최고관리자,2025-11-20 17:24:34
104,"쇼핑, 주유, 통신","AMEX, BC",CHK,국민카드,2249,https://api.card-gorilla.com:8080/storage/card/2297/card_img/22991/2297card.png,톡톡F 카드,23,admin,최고관리자,2025-11-20 17:24:34
105,"쇼핑, 주유, 통신","AMEX, BC",CHK,국민카드,2249,https://api.card-gorilla.com:8080/storage/card/2297/card_img/22991/2297card.png,톡톡F 카드,23,admin,최고관리자,2025-11-20 17:24:34
